index,prediction,ground_truth,pred_mu_min,pred_mu_max,pred_mu_mean,maniqa,musiq,clipiqa,dists
28,../../results/gmodiff_test/28.hdr,/mnt/e/Ecode/all/Test/106/HDRImg.hdr,0.0,1.0009135007858276,0.40231841802597046,0.6131128668785095,56.00865936279297,0.28948357701301575,0.009921610355377197
29,../../results/gmodiff_test/29.hdr,/mnt/e/Ecode/all/Test/114/HDRImg.hdr,0.19687524437904358,1.0009135007858276,0.6984237432479858,0.581005871295929,62.388084411621094,0.3925532102584839,0.007428109645843506
30,../../results/gmodiff_test/30.hdr,/mnt/e/Ecode/all/Test/121/HDRImg.hdr,0.30299755930900574,0.9879378080368042,0.7711725234985352,0.5542763471603394,59.65277099609375,0.4251492917537689,0.02213454246520996
31,../../results/gmodiff_test/31.hdr,/mnt/e/Ecode/all/Test/125/HDRImg.hdr,0.0312698632478714,0.9953227639198303,0.5565209984779358,0.6383657455444336,63.130462646484375,0.39206433296203613,0.0004953742027282715
32,../../results/gmodiff_test/32.hdr,/mnt/e/Ecode/all/Test/128/HDRImg.hdr,0.14510075747966766,1.0009135007858276,0.7239104509353638,0.6238351464271545,63.084808349609375,0.4829643666744232,0.01707935333251953
33,../../results/gmodiff_test/33.hdr,/mnt/e/Ecode/all/Test/132/HDRImg.hdr,0.19853807985782623,0.9838007092475891,0.7852875590324402,0.5416197776794434,61.8443603515625,0.5996807217597961,0.009277284145355225
34,../../results/gmodiff_test/34.hdr,/mnt/e/Ecode/all/Test/134/HDRImg.hdr,0.3399339020252228,1.0009135007858276,0.7543673515319824,0.5694493651390076,56.750370025634766,0.310573548078537,0.008938014507293701
35,../../results/gmodiff_test/35.hdr,/mnt/e/Ecode/all/Test/136/HDRImg.hdr,0.0,1.0009135007858276,0.24769416451454163,0.6057639718055725,47.69778060913086,0.3159794211387634,0.0032668113708496094
36,../../results/gmodiff_test/36.hdr,/mnt/e/Ecode/all/Test/138/HDRImg.hdr,0.0,1.0009135007858276,0.4528954327106476,0.6093507409095764,63.15336227416992,0.28430265188217163,0.0037223100662231445
37,../../results/gmodiff_test/37.hdr,/mnt/e/Ecode/all/Test/BarbequeDay/HDRImg.hdr,0.13977614045143127,1.0009135007858276,0.49444010853767395,0.69188392162323,74.39998626708984,0.4963338375091553,0.0014834403991699219
38,../../results/gmodiff_test/38.hdr,/mnt/e/Ecode/all/Test/LadySitting/HDRImg.hdr,0.0419238917529583,1.0009135007858276,0.40111470222473145,0.6071898341178894,67.36988067626953,0.4950074255466461,0.00829625129699707
